"","storm","Ind_Var","NLCD_Class","T_Stat","p_val","R2","N"
"591","al162019","ant_SM","Developed, Open Space",1.13852721054746,0.257824779755862,0.0137465094185703,95
"592","al162019","ant_SM","Mixed Forest",-0.352245431879949,0.724893551947619,0.000400087750499275,312
"593","al162019","ant_SM","Deciduous Forest",-4.33954839114923,1.54085298993417e-05,0.0145887961439227,1274
"594","al162019","ppt_mm","Emergent Herbaceous Wetlands",7.21743446852393,6.52502105642678e-11,0.315530505112027,115
"595","al162019","ppt_mm","Woody Wetlands",10.542360764291,7.74163315376299e-24,0.164863595902136,565
"596","al162019","ppt_mm","Cultivated Crops",1.70935695062735,0.0887514600501166,0.0127082334027473,229
"597","al162019","ppt_mm","Developed, Low Intensity",-0.500452396033264,0.619368978731987,0.00592780870449925,44
"598","al162019","ppt_mm","Evergreen Forest",24.4820069524997,1.54581678226003e-105,0.358180882172301,1076
"599","al162019","ppt_mm","Pasture/Hay",0.470292982081886,0.638455433241272,0.000667757695953254,333
"600","al162019","ppt_mm","Developed, Open Space",3.64774718443685,0.000436221235510382,0.125167460645717,95
"601","al162019","ppt_mm","Mixed Forest",3.84906815395117,0.00014400929744973,0.0456115351821594,312
"602","al162019","ppt_mm","Deciduous Forest",-2.81055601266658,0.00502142702149587,0.00617175551435871,1274
"603","al162019","yDay","Emergent Herbaceous Wetlands",NA,NA,0,115
"604","al162019","yDay","Woody Wetlands",NA,NA,0,565
"605","al162019","yDay","Cultivated Crops",NA,NA,0,229
"606","al162019","yDay","Developed, Low Intensity",NA,NA,0,44
"607","al162019","yDay","Evergreen Forest",NA,NA,0,1076
"608","al162019","yDay","Pasture/Hay",NA,NA,0,333
"609","al162019","yDay","Developed, Open Space",NA,NA,0,95
"610","al162019","yDay","Mixed Forest",NA,NA,0,312
"611","al162019","yDay","Deciduous Forest",NA,NA,0,1274
"612","al162019","Mean_Slope","Emergent Herbaceous Wetlands",-3.05866339314346,0.00277642965999634,0.0764610314651662,115
"613","al162019","Mean_Slope","Woody Wetlands",-1.50641651030412,0.132521137912724,0.00401453031297099,565
"614","al162019","Mean_Slope","Cultivated Crops",-5.47762426832395,1.14073653851832e-07,0.116746528092936,229
"615","al162019","Mean_Slope","Developed, Low Intensity",-0.141303521690833,0.8883057584939,0.000475171372500015,44
"616","al162019","Mean_Slope","Evergreen Forest",-5.86651552301807,5.9213016026323e-09,0.0310497180172047,1076
"617","al162019","Mean_Slope","Pasture/Hay",9.72444381146069,7.97210749821828e-20,0.222210121204836,333
"618","al162019","Mean_Slope","Developed, Open Space",0.954904942218132,0.342101317036448,0.0097095681991482,95
"619","al162019","Mean_Slope","Mixed Forest",3.35855970227777,0.000881270943639766,0.0351093313233658,312
"620","al162019","Mean_Slope","Deciduous Forest",21.4659286338103,1.77137419274118e-87,0.265922085945561,1274
"621","al172019","ant_SM","Evergreen Forest",-5.99764075618592,2.44869367185869e-09,0.0210733984360783,1673
"622","al172019","ant_SM","Emergent Herbaceous Wetlands",0.612935313933888,0.540688490743064,0.00207133436509912,183
"623","al172019","ant_SM","Cultivated Crops",1.05881814382675,0.29013267111023,0.00196987226417833,571
"624","al172019","ant_SM","Pasture/Hay",1.93225133597562,0.0538610693190868,0.0069952411817041,532
"625","al172019","ant_SM","Woody Wetlands",-2.21553797138044,0.0270297167392649,0.00665205480200196,735
"626","al172019","ant_SM","Developed, Open Space",-1.06839836906151,0.293590271251394,0.0355140849120725,33
"627","al172019","ant_SM","Developed, Low Intensity",-0.915368222454602,0.36608939651774,0.0227455692593559,38
"628","al172019","ant_SM","Mixed Forest",1.42487155048683,0.155573811186911,0.00890346283368478,228
"629","al172019","ant_SM","Deciduous Forest",4.86898487880341,1.45663884341386e-06,0.0401332863808669,569
"630","al172019","ppt_mm","Evergreen Forest",20.5274731515614,1.09515945675262e-83,0.201386806955395,1673
"631","al172019","ppt_mm","Emergent Herbaceous Wetlands",-0.503764202616003,0.615039673293693,0.00140012734695503,183
"632","al172019","ppt_mm","Cultivated Crops",11.8394903497663,4.66156958243289e-29,0.197936699776623,571
"633","al172019","ppt_mm","Pasture/Hay",13.9568790902437,6.29342166884502e-38,0.268758221735411,532
"634","al172019","ppt_mm","Woody Wetlands",9.32481376480031,1.28459362694437e-19,0.106045397359858,735
"635","al172019","ppt_mm","Developed, Open Space",3.89486799325296,0.000488859747553782,0.328568286205634,33
"636","al172019","ppt_mm","Developed, Low Intensity",0.199894182426953,0.842688234219579,0.00110870508001992,38
"637","al172019","ppt_mm","Mixed Forest",6.75786449037353,1.17603898849365e-10,0.168104485396575,228
"638","al172019","ppt_mm","Deciduous Forest",1.10047748843627,0.271591112963219,0.00213133958070262,569
"639","al172019","yDay","Evergreen Forest",NA,NA,0,1673
"640","al172019","yDay","Emergent Herbaceous Wetlands",NA,NA,0,183
"641","al172019","yDay","Cultivated Crops",NA,NA,0,571
"642","al172019","yDay","Pasture/Hay",NA,NA,0,532
"643","al172019","yDay","Woody Wetlands",NA,NA,0,735
"644","al172019","yDay","Developed, Open Space",NA,NA,0,33
"645","al172019","yDay","Developed, Low Intensity",NA,NA,0,38
"646","al172019","yDay","Mixed Forest",NA,NA,0,228
"647","al172019","yDay","Deciduous Forest",NA,NA,0,569
"648","al172019","Mean_Slope","Evergreen Forest",-1.10821333043813,0.267929177799659,0.00073443136061646,1673
"649","al172019","Mean_Slope","Emergent Herbaceous Wetlands",1.52071834784281,0.130075524287437,0.0126155239280438,183
"650","al172019","Mean_Slope","Cultivated Crops",-0.564773781125258,0.572450615312943,0.00056125070780215,571
"651","al172019","Mean_Slope","Pasture/Hay",-3.67038197139346,0.000266708974907018,0.0247882340908274,532
"652","al172019","Mean_Slope","Woody Wetlands",3.01527580095951,0.00265612305904904,0.0122517013067559,735
"653","al172019","Mean_Slope","Developed, Open Space",-1.6016854215968,0.119367773149839,0.0764297902295782,33
"654","al172019","Mean_Slope","Developed, Low Intensity",-1.48904578006778,0.145184358692595,0.0580171757406327,38
"655","al172019","Mean_Slope","Mixed Forest",-2.05434159586022,0.0410930942395671,0.0183316546672262,228
"656","al172019","Mean_Slope","Deciduous Forest",-7.08822293470726,4.05428483820551e-12,0.0813989176971094,569
